__typename,dateString,countryCode,countryName,sectorCode,sectorName,postingType,value
HiringLabSectoralPosting,2020-06-17,US,United States,medtech,Medical Technician,TOTAL,65.55
HiringLabSectoralPosting,2020-06-18,US,United States,medtech,Medical Technician,TOTAL,65.78
HiringLabSectoralPosting,2020-06-19,US,United States,medtech,Medical Technician,TOTAL,65.95
HiringLabSectoralPosting,2020-06-20,US,United States,medtech,Medical Technician,TOTAL,66.21
HiringLabSectoralPosting,2020-06-21,US,United States,medtech,Medical Technician,TOTAL,66.46
HiringLabSectoralPosting,2020-06-22,US,United States,medtech,Medical Technician,TOTAL,66.68
HiringLabSectoralPosting,2020-06-23,US,United States,medtech,Medical Technician,TOTAL,66.91
HiringLabSectoralPosting,2020-06-24,US,United States,medtech,Medical Technician,TOTAL,67.4
HiringLabSectoralPosting,2020-06-25,US,United States,medtech,Medical Technician,TOTAL,67.94
HiringLabSectoralPosting,2020-06-26,US,United States,medtech,Medical Technician,TOTAL,68.38
HiringLabSectoralPosting,2020-06-27,US,United States,medtech,Medical Technician,TOTAL,68.82
HiringLabSectoralPosting,2020-06-28,US,United States,medtech,Medical Technician,TOTAL,69.22
HiringLabSectoralPosting,2020-06-29,US,United States,medtech,Medical Technician,TOTAL,69.65
HiringLabSectoralPosting,2020-06-30,US,United States,medtech,Medical Technician,TOTAL,70.15
HiringLabSectoralPosting,2020-07-01,US,United States,medtech,Medical Technician,TOTAL,70.51
HiringLabSectoralPosting,2020-07-02,US,United States,medtech,Medical Technician,TOTAL,70.8
HiringLabSectoralPosting,2020-07-03,US,United States,medtech,Medical Technician,TOTAL,71.24
HiringLabSectoralPosting,2020-07-04,US,United States,medtech,Medical Technician,TOTAL,71.66
HiringLabSectoralPosting,2020-07-05,US,United States,medtech,Medical Technician,TOTAL,72.12
HiringLabSectoralPosting,2020-07-06,US,United States,medtech,Medical Technician,TOTAL,72.55
HiringLabSectoralPosting,2020-07-07,US,United States,medtech,Medical Technician,TOTAL,73.02
HiringLabSectoralPosting,2020-07-08,US,United States,medtech,Medical Technician,TOTAL,73.54
HiringLabSectoralPosting,2020-07-09,US,United States,medtech,Medical Technician,TOTAL,74.21
HiringLabSectoralPosting,2020-07-10,US,United States,medtech,Medical Technician,TOTAL,74.84
HiringLabSectoralPosting,2020-07-11,US,United States,medtech,Medical Technician,TOTAL,75.52
HiringLabSectoralPosting,2020-07-12,US,United States,medtech,Medical Technician,TOTAL,76.18
HiringLabSectoralPosting,2020-07-13,US,United States,medtech,Medical Technician,TOTAL,76.85
HiringLabSectoralPosting,2020-07-14,US,United States,medtech,Medical Technician,TOTAL,77.41
HiringLabSectoralPosting,2020-07-15,US,United States,medtech,Medical Technician,TOTAL,77.87
HiringLabSectoralPosting,2020-07-16,US,United States,medtech,Medical Technician,TOTAL,78.25
HiringLabSectoralPosting,2020-07-17,US,United States,medtech,Medical Technician,TOTAL,78.59
HiringLabSectoralPosting,2020-07-18,US,United States,medtech,Medical Technician,TOTAL,78.87
HiringLabSectoralPosting,2020-07-19,US,United States,medtech,Medical Technician,TOTAL,79.24
HiringLabSectoralPosting,2020-07-20,US,United States,medtech,Medical Technician,TOTAL,79.67
HiringLabSectoralPosting,2020-07-21,US,United States,medtech,Medical Technician,TOTAL,80.15
HiringLabSectoralPosting,2020-07-22,US,United States,medtech,Medical Technician,TOTAL,80.77
HiringLabSectoralPosting,2020-07-23,US,United States,medtech,Medical Technician,TOTAL,81.32
HiringLabSectoralPosting,2020-07-24,US,United States,medtech,Medical Technician,TOTAL,81.9
HiringLabSectoralPosting,2020-07-25,US,United States,medtech,Medical Technician,TOTAL,82.53
HiringLabSectoralPosting,2020-07-26,US,United States,medtech,Medical Technician,TOTAL,83.06
HiringLabSectoralPosting,2020-07-27,US,United States,medtech,Medical Technician,TOTAL,83.43
HiringLabSectoralPosting,2020-07-28,US,United States,medtech,Medical Technician,TOTAL,83.88
HiringLabSectoralPosting,2020-07-29,US,United States,medtech,Medical Technician,TOTAL,84.2
HiringLabSectoralPosting,2020-07-30,US,United States,medtech,Medical Technician,TOTAL,84.56
HiringLabSectoralPosting,2020-07-31,US,United States,medtech,Medical Technician,TOTAL,84.88
HiringLabSectoralPosting,2020-08-01,US,United States,medtech,Medical Technician,TOTAL,85.21
HiringLabSectoralPosting,2020-08-02,US,United States,medtech,Medical Technician,TOTAL,85.61
HiringLabSectoralPosting,2020-08-03,US,United States,medtech,Medical Technician,TOTAL,86.03
HiringLabSectoralPosting,2020-08-04,US,United States,medtech,Medical Technician,TOTAL,86.43
HiringLabSectoralPosting,2020-08-05,US,United States,medtech,Medical Technician,TOTAL,86.72
HiringLabSectoralPosting,2020-08-06,US,United States,medtech,Medical Technician,TOTAL,86.96
HiringLabSectoralPosting,2020-08-07,US,United States,medtech,Medical Technician,TOTAL,87.25
HiringLabSectoralPosting,2020-08-08,US,United States,medtech,Medical Technician,TOTAL,87.51
HiringLabSectoralPosting,2020-08-09,US,United States,medtech,Medical Technician,TOTAL,87.68
HiringLabSectoralPosting,2020-08-10,US,United States,medtech,Medical Technician,TOTAL,87.86
HiringLabSectoralPosting,2020-08-11,US,United States,medtech,Medical Technician,TOTAL,87.97
HiringLabSectoralPosting,2020-08-12,US,United States,medtech,Medical Technician,TOTAL,88.13
HiringLabSectoralPosting,2020-08-13,US,United States,medtech,Medical Technician,TOTAL,88.35
HiringLabSectoralPosting,2020-08-14,US,United States,medtech,Medical Technician,TOTAL,88.6
HiringLabSectoralPosting,2020-08-15,US,United States,medtech,Medical Technician,TOTAL,88.65
HiringLabSectoralPosting,2020-08-16,US,United States,medtech,Medical Technician,TOTAL,88.89
HiringLabSectoralPosting,2020-08-17,US,United States,medtech,Medical Technician,TOTAL,89.22
HiringLabSectoralPosting,2020-08-18,US,United States,medtech,Medical Technician,TOTAL,89.54
HiringLabSectoralPosting,2020-08-19,US,United States,medtech,Medical Technician,TOTAL,89.9
HiringLabSectoralPosting,2020-08-20,US,United States,medtech,Medical Technician,TOTAL,90.28
HiringLabSectoralPosting,2020-08-21,US,United States,medtech,Medical Technician,TOTAL,90.55
HiringLabSectoralPosting,2020-08-22,US,United States,medtech,Medical Technician,TOTAL,91.05
HiringLabSectoralPosting,2020-08-23,US,United States,medtech,Medical Technician,TOTAL,91.42
HiringLabSectoralPosting,2020-08-24,US,United States,medtech,Medical Technician,TOTAL,91.67
HiringLabSectoralPosting,2020-08-25,US,United States,medtech,Medical Technician,TOTAL,92.02
HiringLabSectoralPosting,2020-08-26,US,United States,medtech,Medical Technician,TOTAL,92.3
HiringLabSectoralPosting,2020-08-27,US,United States,medtech,Medical Technician,TOTAL,92.51
HiringLabSectoralPosting,2020-08-28,US,United States,medtech,Medical Technician,TOTAL,92.81
HiringLabSectoralPosting,2020-08-29,US,United States,medtech,Medical Technician,TOTAL,93.13
HiringLabSectoralPosting,2020-08-30,US,United States,medtech,Medical Technician,TOTAL,93.39
HiringLabSectoralPosting,2020-08-31,US,United States,medtech,Medical Technician,TOTAL,93.65
HiringLabSectoralPosting,2020-09-01,US,United States,medtech,Medical Technician,TOTAL,93.85
HiringLabSectoralPosting,2020-09-02,US,United States,medtech,Medical Technician,TOTAL,94.06
HiringLabSectoralPosting,2020-09-03,US,United States,medtech,Medical Technician,TOTAL,94.37
HiringLabSectoralPosting,2020-09-04,US,United States,medtech,Medical Technician,TOTAL,94.54
HiringLabSectoralPosting,2020-09-05,US,United States,medtech,Medical Technician,TOTAL,94.6
HiringLabSectoralPosting,2020-09-06,US,United States,medtech,Medical Technician,TOTAL,94.73
HiringLabSectoralPosting,2020-09-07,US,United States,medtech,Medical Technician,TOTAL,94.92
HiringLabSectoralPosting,2020-09-08,US,United States,medtech,Medical Technician,TOTAL,95.04
HiringLabSectoralPosting,2020-09-09,US,United States,medtech,Medical Technician,TOTAL,95.14
HiringLabSectoralPosting,2020-09-10,US,United States,medtech,Medical Technician,TOTAL,95.37
HiringLabSectoralPosting,2020-09-11,US,United States,medtech,Medical Technician,TOTAL,95.7
HiringLabSectoralPosting,2020-09-12,US,United States,medtech,Medical Technician,TOTAL,96.05
HiringLabSectoralPosting,2020-09-13,US,United States,medtech,Medical Technician,TOTAL,96.37
HiringLabSectoralPosting,2020-09-14,US,United States,medtech,Medical Technician,TOTAL,96.61
HiringLabSectoralPosting,2020-09-15,US,United States,medtech,Medical Technician,TOTAL,96.92
HiringLabSectoralPosting,2020-09-16,US,United States,medtech,Medical Technician,TOTAL,97.3
HiringLabSectoralPosting,2020-09-17,US,United States,medtech,Medical Technician,TOTAL,97.53
HiringLabSectoralPosting,2020-09-18,US,United States,medtech,Medical Technician,TOTAL,97.75
HiringLabSectoralPosting,2020-09-19,US,United States,medtech,Medical Technician,TOTAL,97.89
HiringLabSectoralPosting,2020-09-20,US,United States,medtech,Medical Technician,TOTAL,98.13
HiringLabSectoralPosting,2020-09-21,US,United States,medtech,Medical Technician,TOTAL,98.38
HiringLabSectoralPosting,2020-09-22,US,United States,medtech,Medical Technician,TOTAL,98.64
HiringLabSectoralPosting,2020-09-23,US,United States,medtech,Medical Technician,TOTAL,98.93
HiringLabSectoralPosting,2020-09-24,US,United States,medtech,Medical Technician,TOTAL,99.05
HiringLabSectoralPosting,2020-09-25,US,United States,medtech,Medical Technician,TOTAL,99.13
HiringLabSectoralPosting,2020-09-26,US,United States,medtech,Medical Technician,TOTAL,99.24
HiringLabSectoralPosting,2020-09-27,US,United States,medtech,Medical Technician,TOTAL,99.34
HiringLabSectoralPosting,2020-09-28,US,United States,medtech,Medical Technician,TOTAL,99.53
HiringLabSectoralPosting,2020-09-29,US,United States,medtech,Medical Technician,TOTAL,99.78
HiringLabSectoralPosting,2020-09-30,US,United States,medtech,Medical Technician,TOTAL,100.05
HiringLabSectoralPosting,2020-10-01,US,United States,medtech,Medical Technician,TOTAL,100.35
HiringLabSectoralPosting,2020-10-02,US,United States,medtech,Medical Technician,TOTAL,100.64
HiringLabSectoralPosting,2020-10-03,US,United States,medtech,Medical Technician,TOTAL,101.06
HiringLabSectoralPosting,2020-10-04,US,United States,medtech,Medical Technician,TOTAL,101.42
HiringLabSectoralPosting,2020-10-05,US,United States,medtech,Medical Technician,TOTAL,101.76
HiringLabSectoralPosting,2020-10-06,US,United States,medtech,Medical Technician,TOTAL,101.96
HiringLabSectoralPosting,2020-10-07,US,United States,medtech,Medical Technician,TOTAL,102.1
HiringLabSectoralPosting,2020-10-08,US,United States,medtech,Medical Technician,TOTAL,102.35
HiringLabSectoralPosting,2020-10-09,US,United States,medtech,Medical Technician,TOTAL,102.63
HiringLabSectoralPosting,2020-10-10,US,United States,medtech,Medical Technician,TOTAL,102.84
HiringLabSectoralPosting,2020-10-11,US,United States,medtech,Medical Technician,TOTAL,103.08
HiringLabSectoralPosting,2020-10-12,US,United States,medtech,Medical Technician,TOTAL,103.28
HiringLabSectoralPosting,2020-10-13,US,United States,medtech,Medical Technician,TOTAL,103.52
HiringLabSectoralPosting,2020-10-14,US,United States,medtech,Medical Technician,TOTAL,103.73
HiringLabSectoralPosting,2020-10-15,US,United States,medtech,Medical Technician,TOTAL,103.96
HiringLabSectoralPosting,2020-10-16,US,United States,medtech,Medical Technician,TOTAL,104.11
HiringLabSectoralPosting,2020-10-17,US,United States,medtech,Medical Technician,TOTAL,104.3
HiringLabSectoralPosting,2020-10-18,US,United States,medtech,Medical Technician,TOTAL,104.51
HiringLabSectoralPosting,2020-10-19,US,United States,medtech,Medical Technician,TOTAL,104.75
HiringLabSectoralPosting,2020-10-20,US,United States,medtech,Medical Technician,TOTAL,105.03
HiringLabSectoralPosting,2020-10-21,US,United States,medtech,Medical Technician,TOTAL,105.49
HiringLabSectoralPosting,2020-10-22,US,United States,medtech,Medical Technician,TOTAL,105.83
HiringLabSectoralPosting,2020-10-23,US,United States,medtech,Medical Technician,TOTAL,106.13
HiringLabSectoralPosting,2020-10-24,US,United States,medtech,Medical Technician,TOTAL,106.41
HiringLabSectoralPosting,2020-10-25,US,United States,medtech,Medical Technician,TOTAL,106.62
HiringLabSectoralPosting,2020-10-26,US,United States,medtech,Medical Technician,TOTAL,106.75
HiringLabSectoralPosting,2020-10-27,US,United States,medtech,Medical Technician,TOTAL,106.91
HiringLabSectoralPosting,2020-10-28,US,United States,medtech,Medical Technician,TOTAL,106.97
HiringLabSectoralPosting,2020-10-29,US,United States,medtech,Medical Technician,TOTAL,107.07
HiringLabSectoralPosting,2020-10-30,US,United States,medtech,Medical Technician,TOTAL,107.19
HiringLabSectoralPosting,2020-10-31,US,United States,medtech,Medical Technician,TOTAL,107.27
HiringLabSectoralPosting,2020-11-01,US,United States,medtech,Medical Technician,TOTAL,107.33
HiringLabSectoralPosting,2020-11-02,US,United States,medtech,Medical Technician,TOTAL,107.5
HiringLabSectoralPosting,2020-11-03,US,United States,medtech,Medical Technician,TOTAL,107.66
HiringLabSectoralPosting,2020-11-04,US,United States,medtech,Medical Technician,TOTAL,107.77
HiringLabSectoralPosting,2020-11-05,US,United States,medtech,Medical Technician,TOTAL,107.93
HiringLabSectoralPosting,2020-11-06,US,United States,medtech,Medical Technician,TOTAL,108.16
HiringLabSectoralPosting,2020-11-07,US,United States,medtech,Medical Technician,TOTAL,108.45
HiringLabSectoralPosting,2020-11-08,US,United States,medtech,Medical Technician,TOTAL,108.82
HiringLabSectoralPosting,2020-11-09,US,United States,medtech,Medical Technician,TOTAL,109.07
HiringLabSectoralPosting,2020-11-10,US,United States,medtech,Medical Technician,TOTAL,109.23
HiringLabSectoralPosting,2020-11-11,US,United States,medtech,Medical Technician,TOTAL,109.45
HiringLabSectoralPosting,2020-11-12,US,United States,medtech,Medical Technician,TOTAL,109.6
HiringLabSectoralPosting,2020-11-13,US,United States,medtech,Medical Technician,TOTAL,109.76
HiringLabSectoralPosting,2020-11-14,US,United States,medtech,Medical Technician,TOTAL,109.73
HiringLabSectoralPosting,2020-11-15,US,United States,medtech,Medical Technician,TOTAL,109.78
HiringLabSectoralPosting,2020-11-16,US,United States,medtech,Medical Technician,TOTAL,109.88
HiringLabSectoralPosting,2020-11-17,US,United States,medtech,Medical Technician,TOTAL,110.02
HiringLabSectoralPosting,2020-11-18,US,United States,medtech,Medical Technician,TOTAL,110.13
HiringLabSectoralPosting,2020-11-19,US,United States,medtech,Medical Technician,TOTAL,110.25
HiringLabSectoralPosting,2020-11-20,US,United States,medtech,Medical Technician,TOTAL,110.47
HiringLabSectoralPosting,2020-11-21,US,United States,medtech,Medical Technician,TOTAL,110.77
HiringLabSectoralPosting,2020-11-22,US,United States,medtech,Medical Technician,TOTAL,110.96
HiringLabSectoralPosting,2020-11-23,US,United States,medtech,Medical Technician,TOTAL,111.18
HiringLabSectoralPosting,2020-11-24,US,United States,medtech,Medical Technician,TOTAL,111.37
HiringLabSectoralPosting,2020-11-25,US,United States,medtech,Medical Technician,TOTAL,111.5
HiringLabSectoralPosting,2020-11-26,US,United States,medtech,Medical Technician,TOTAL,111.75
HiringLabSectoralPosting,2020-11-27,US,United States,medtech,Medical Technician,TOTAL,111.84
HiringLabSectoralPosting,2020-11-28,US,United States,medtech,Medical Technician,TOTAL,111.91
